Name of Restaurants,City,Country Code,Day of Week,Start time(hour),Start time(mins),End time(hour),End time(mins)
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,2,17,30,22,0
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,3,11,30,14,30
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,3,17,30,22,0
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,4,11,30,14,30
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,4,17,30,22,0
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,5,11,30,14,30
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,5,17,30,22,0
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,6,11,30,14,30
,,,,,,,
Chinta Ria Mood for Love,Sydney,AU,6,17,30,20,30
,,,,,,,
Chiswick,Woollahra,AU,1,12,0,14,30
,,,,,,,
Chiswick,Woollahra,AU,1,18,0,11,0
,,,,,,,
Chiswick,Woollahra,AU,2,12,0,14,30
,,,,,,,
Chiswick,Woollahra,AU,2,18,0,11,0
,,,,,,,
Chiswick,Woollahra,AU,3,12,0,14,30
,,,,,,,
Chiswick,Woollahra,AU,3,18,0,11,0
,,,,,,,
Chiswick,Woollahra,AU,4,12,0,14,30
,,,,,,,
Chiswick,Woollahra,AU,4,18,0,11,0
,,,,,,,
Chiswick,Woollahra,AU,5,12,0,14,30
,,,,,,,
Chiswick,Woollahra,AU,5,18,0,11,0
,,,,,,,
Chiswick,Woollahra,AU,6,12,0,14,30
,,,,,,,
Chiswick,Woollahra,AU,6,18,0,21,30
,,,,,,,
Chocolateria San Churro,Brisbane,AU,0,8,0,23,0
,,,,,,,
Chocolateria San Churro,Brisbane,AU,1,8,0,23,0
,,,,,,,
Chocolateria San Churro,Brisbane,AU,2,8,0,23,0
,,,,,,,
Chocolateria San Churro,Brisbane,AU,3,8,0,23,0
,,,,,,,
Chocolateria San Churro,Brisbane,AU,4,8,0,1,0
,,,,,,,
Chocolateria San Churro,Brisbane,AU,5,9,0,1,0
,,,,,,,
Chocolateria San Churro,Brisbane,AU,6,9,0,23,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,0,11,30,15,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,0,17,0,22,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,1,11,30,15,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,1,17,0,22,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,2,11,30,15,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,2,17,0,22,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,3,11,30,15,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,3,17,0,22,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,4,11,30,15,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,4,17,0,22,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,5,17,0,22,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,6,11,30,15,0
,,,,,,,
Choices Vietnamese Restaurant,Manuka,AU,6,17,0,22,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,0,10,0,19,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,1,10,0,19,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,2,10,0,19,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,3,10,0,21,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,4,10,0,21,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,5,10,0,19,0
,,,,,,,
Chokolait Emporium,Melbourne,AU,6,10,0,19,0
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,0,11,0,14,0
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,0,17,0,21,30
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,1,11,0,14,0
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,1,17,0,21,30
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,2,11,0,14,0
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,2,17,0,21,30
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,3,11,0,14,0
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,3,17,0,21,30
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,4,11,0,14,0
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,4,17,0,21,30
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,5,17,0,21,30
,,,,,,,
Chomolungma Nepali Cuisine,Griffith,AU,6,17,0,21,30
,,,,,,,
Chong Co Thai,Canberra,AU,0,11,0,22,0
,,,,,,,
Chong Co Thai,Canberra,AU,1,11,0,22,0
,,,,,,,
Chong Co Thai,Canberra,AU,2,11,0,22,0
,,,,,,,
Chong Co Thai,Canberra,AU,3,11,0,22,0
,,,,,,,
Chong Co Thai,Canberra,AU,4,11,0,22,0
,,,,,,,
Chong Co Thai,Canberra,AU,5,11,0,22,0
,,,,,,,
Chong Co Thai,Canberra,AU,6,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,0,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,1,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,2,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,3,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,4,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,5,11,0,22,0
,,,,,,,
Chong Co Thai Restaurant & Bar,Kingston,AU,6,11,0,22,0
,,,,,,,
Chop Chop,Sydney,AU,0,6,30,17,0
,,,,,,,
Chop Chop,Sydney,AU,1,6,30,17,0
,,,,,,,
Chop Chop,Sydney,AU,2,6,30,17,0
,,,,,,,
Chop Chop,Sydney,AU,3,6,30,17,0
,,,,,,,
Chop Chop,Sydney,AU,4,6,30,17,0
,,,,,,,
Chop Chop,Sydney,AU,5,6,30,17,0
,,,,,,,
Chophouse,Sydney,AU,0,12,0,23,0
,,,,,,,
Chophouse,Sydney,AU,1,12,0,23,0
,,,,,,,
Chophouse,Sydney,AU,2,12,0,23,0
,,,,,,,
Chophouse,Sydney,AU,3,12,0,23,0
,,,,,,,
Chophouse,Sydney,AU,4,12,0,23,0
,,,,,,,
Chophouse,Sydney,AU,5,18,0,23,0
,,,,,,,
Chow Down,Brisbane,AU,0,11,0,22,0
,,,,,,,
Chow Down,Brisbane,AU,1,11,0,22,0
,,,,,,,
Chow Down,Brisbane,AU,2,11,0,22,0
,,,,,,,
Chow Down,Brisbane,AU,3,11,0,22,0
,,,,,,,
Chow Down,Brisbane,AU,4,11,0,0,0
,,,,,,,
Chow Down,Brisbane,AU,5,11,0,0,0
,,,,,,,
Chow Down,Brisbane,AU,6,11,0,22,0
,,,,,,,
Chuckle Deli,Melbourne,AU,0,11,0,17,0
,,,,,,,
Chuckle Deli,Melbourne,AU,1,11,0,17,0
,,,,,,,
Chuckle Deli,Melbourne,AU,2,11,0,17,0
,,,,,,,
Chuckle Deli,Melbourne,AU,3,11,0,17,0
,,,,,,,
Chuckle Deli,Melbourne,AU,4,11,0,17,0
,,,,,,,
Chuckle Park,Melbourne,AU,0,12,0,1,0
,,,,,,,
Chuckle Park,Melbourne,AU,1,12,0,1,0
,,,,,,,
Chuckle Park,Melbourne,AU,2,12,0,1,0
,,,,,,,
Chuckle Park,Melbourne,AU,3,12,0,1,0
,,,,,,,
Chuckle Park,Melbourne,AU,4,12,0,1,0
,,,,,,,
Chuckle Park,Melbourne,AU,5,12,0,1,0
,,,,,,,
Chuckle Park,Melbourne,AU,6,12,0,1,0
,,,,,,,
Chur Burger,Surry Hills,AU,0,11,30,17,0
,,,,,,,
Chur Burger,Surry Hills,AU,1,11,30,22,0
,,,,,,,
Chur Burger,Surry Hills,AU,2,11,30,22,0
,,,,,,,
Chur Burger,Surry Hills,AU,3,11,30,22,0
,,,,,,,
Chur Burger,Surry Hills,AU,4,11,30,22,0
,,,,,,,
Chur Burger,Surry Hills,AU,5,11,30,22,0
,,,,,,,
Ciao Italia,South Perth,AU,1,17,0,22,0
,,,,,,,
Ciao Italia,South Perth,AU,2,17,0,22,0
,,,,,,,
Ciao Italia,South Perth,AU,3,17,0,22,0
,,,,,,,
Ciao Italia,South Perth,AU,4,17,0,22,0
,,,,,,,
Ciao Italia,South Perth,AU,5,17,0,22,0
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,0,11,30,14,30
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,1,11,30,14,30
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,2,11,30,14,30
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,3,11,30,14,30
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,4,11,30,14,30
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,5,11,30,14,30
,,,,,,,
Cisco's Restaurant Mexicano,Kingston,AU,6,11,30,14,30
,,,,,,,
CJ Lunch Bar,Melbourne,AU,0,10,30,20,30
,,,,,,,
CJ Lunch Bar,Melbourne,AU,1,10,30,20,30
,,,,,,,
CJ Lunch Bar,Melbourne,AU,2,10,30,20,30
,,,,,,,
CJ Lunch Bar,Melbourne,AU,3,10,30,20,30
,,,,,,,
CJ Lunch Bar,Melbourne,AU,4,10,30,20,30
,,,,,,,
Clarences,Mt Lawley,AU,0,16,0,0,0
,,,,,,,
Clarences,Mt Lawley,AU,1,16,0,0,0
,,,,,,,
Clarences,Mt Lawley,AU,2,16,0,0,0
,,,,,,,
Clarences,Mt Lawley,AU,3,16,0,0,0
,,,,,,,
Clarences,Mt Lawley,AU,4,12,0,0,0
,,,,,,,
Clarences,Mt Lawley,AU,5,12,0,0,0
,,,,,,,
Clarences,Mt Lawley,AU,6,12,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,0,11,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,1,11,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,2,11,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,3,11,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,4,11,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,5,11,0,22,0
,,,,,,,
Classic Curry,Melbourne,AU,6,11,0,22,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,0,11,0,23,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,1,11,0,23,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,2,11,0,23,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,3,11,0,23,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,4,11,0,23,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,5,11,0,23,0
,,,,,,,
Claypots Evening Star,Melbourne,AU,6,11,0,23,0
,,,,,,,
Clodeli,Sydney,AU,0,6,30,17,0
,,,,,,,
Clodeli,Sydney,AU,1,6,30,17,0
,,,,,,,
Clodeli,Sydney,AU,2,6,30,17,0
,,,,,,,
Clodeli,Sydney,AU,3,6,30,17,0
,,,,,,,
Clodeli,Sydney,AU,4,6,30,17,0
,,,,,,,
Clodeli,Sydney,AU,5,6,30,17,0
,,,,,,,
Clodeli,Sydney,AU,6,7,0,17,0
,,,,,,,
Coast,Sydney,AU,0,12,0,14,30
,,,,,,,
Coast,Sydney,AU,0,18,0,22,30
,,,,,,,
Coast,Sydney,AU,1,12,0,14,30
,,,,,,,
Coast,Sydney,AU,1,18,0,22,30
,,,,,,,
Coast,Sydney,AU,2,12,0,14,30
,,,,,,,
Coast,Sydney,AU,2,18,0,22,30
,,,,,,,
Coast,Sydney,AU,3,12,0,14,30
,,,,,,,
Coast,Sydney,AU,3,18,0,22,30
,,,,,,,
Coast,Sydney,AU,4,12,0,14,30
,,,,,,,
Coast,Sydney,AU,4,18,0,22,30
,,,,,,,
Coast,Sydney,AU,5,18,0,22,30
,,,,,,,
Cocina Bandito,Perth,AU,0,11,0,15,0
,,,,,,,
Cocina Bandito,Perth,AU,1,11,0,15,0
,,,,,,,
Cocina Bandito,Perth,AU,2,11,0,15,0
,,,,,,,
Cocina Bandito,Perth,AU,3,11,0,15,0
,,,,,,,
Cocina Bandito,Perth,AU,4,11,0,15,0
,,,,,,,
Cocina Bandito,Perth,AU,5,11,0,15,0
,,,,,,,
Cocina Bandito,Perth,AU,6,11,0,15,0
,,,,,,,
Cocoa & Rose,Perth,AU,0,6,0,15,0
,,,,,,,
Cocoa & Rose,Perth,AU,1,6,0,15,0
,,,,,,,
Cocoa & Rose,Perth,AU,2,6,0,15,0
,,,,,,,
Cocoa & Rose,Perth,AU,3,6,0,15,0
,,,,,,,
Cocoa & Rose,Perth,AU,4,6,0,15,0
,,,,,,,
Cocoa & Rose,Perth,AU,5,7,0,13,0
,,,,,,,
Coffee Anthology,Brisbane,AU,0,7,0,15,30
,,,,,,,
Coffee Anthology,Brisbane,AU,1,7,0,15,30
,,,,,,,
Coffee Anthology,Brisbane,AU,2,7,0,15,30
,,,,,,,
Coffee Anthology,Brisbane,AU,3,7,0,15,30
,,,,,,,
Coffee Anthology,Brisbane,AU,4,7,0,15,30
,,,,,,,
Coffee Anthology,Brisbane,AU,5,7,30,12,0
,,,,,,,
Coffee Trails,Sydney,AU,0,7,0,19,0
,,,,,,,
Coffee Trails,Sydney,AU,1,7,0,19,0
,,,,,,,
Coffee Trails,Sydney,AU,2,7,0,19,0
,,,,,,,
Coffee Trails,Sydney,AU,3,7,0,19,0
,,,,,,,
Coffee Trails,Sydney,AU,4,7,0,19,0
,,,,,,,
Coffee Trails,Sydney,AU,5,7,0,18,0
,,,,,,,
Coffee Trails,Sydney,AU,6,7,0,11,30
,,,,,,,
Collins Kitchen,Melbourne,AU,0,6,0,23,30
,,,,,,,
Collins Kitchen,Melbourne,AU,1,6,0,23,30
,,,,,,,
Collins Kitchen,Melbourne,AU,2,6,0,23,30
,,,,,,,
Collins Kitchen,Melbourne,AU,3,6,0,23,30
,,,,,,,
Collins Kitchen,Melbourne,AU,4,6,0,23,30
,,,,,,,
Collins Kitchen,Melbourne,AU,5,6,30,23,30
,,,,,,,
Collins Kitchen,Melbourne,AU,6,6,30,23,30
,,,,,,,
Condor Japanese Noodle Restaurant,Sydney,AU,0,11,30,22,0
,,,,,,,
Condor Japanese Noodle Restaurant,Sydney,AU,1,11,30,22,0
,,,,,,,
Condor Japanese Noodle Restaurant,Sydney,AU,2,11,30,22,0
,,,,,,,
Condor Japanese Noodle Restaurant,Sydney,AU,3,11,30,22,0
,,,,,,,
Condor Japanese Noodle Restaurant,Sydney,AU,4,11,30,22,0
,,,,,,,
Condor Japanese Noodle Restaurant,Sydney,AU,6,11,30,21,30
,,,,,,,
Contrabando,Sydney,AU,0,12,0,15,0
,,,,,,,
Contrabando,Sydney,AU,1,12,0,22,30
,,,,,,,
Contrabando,Sydney,AU,2,12,0,22,30
,,,,,,,
Contrabando,Sydney,AU,3,12,0,22,30
,,,,,,,
Contrabando,Sydney,AU,4,12,0,22,30
,,,,,,,
Cookie,Melbourne,AU,0,12,0,3,0
,,,,,,,
Cookie,Melbourne,AU,1,12,0,3,0
,,,,,,,
Cookie,Melbourne,AU,2,12,0,3,0
,,,,,,,
Cookie,Melbourne,AU,3,12,0,3,0
,,,,,,,
Cookie,Melbourne,AU,4,12,0,3,0
,,,,,,,
Cookie,Melbourne,AU,5,12,0,3,0
,,,,,,,
Cookie,Melbourne,AU,6,12,0,3,0
,,,,,,,
Coppa Spuntino,Brisbane,AU,0,7,0,23,30
,,,,,,,
Coppa Spuntino,Brisbane,AU,1,7,0,23,30
,,,,,,,
Coppa Spuntino,Brisbane,AU,2,7,0,23,30
,,,,,,,
Coppa Spuntino,Brisbane,AU,3,7,0,23,30
,,,,,,,
Coppa Spuntino,Brisbane,AU,4,7,0,23,30
,,,,,,,
Corbett & Claude,Brisbane,AU,0,11,30,0,0
,,,,,,,
Corbett & Claude,Brisbane,AU,1,11,30,0,0
,,,,,,,
Corbett & Claude,Brisbane,AU,2,11,30,0,0
,,,,,,,
Corbett & Claude,Brisbane,AU,3,11,30,0,0
,,,,,,,
Corbett & Claude,Brisbane,AU,4,11,30,0,0
,,,,,,,
Corbett & Claude,Brisbane,AU,5,17,0,0,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,0,6,30,16,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,1,6,30,16,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,2,6,30,16,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,3,6,30,16,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,4,6,30,16,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,5,6,30,16,0
,,,,,,,
Country Bred on Lonsdale,Melbourne,AU,6,6,30,16,0
,,,,,,,
Country Road Cafe,Perth,AU,0,7,0,16,0
,,,,,,,
Country Road Cafe,Perth,AU,1,7,0,16,0
,,,,,,,
Country Road Cafe,Perth,AU,2,7,0,16,0
,,,,,,,
Country Road Cafe,Perth,AU,3,7,0,16,0
,,,,,,,
Country Road Cafe,Perth,AU,4,7,0,15,30
,,,,,,,
Country Road Cafe,Perth,AU,5,10,30,15,0
,,,,,,,
Country Road Cafe,Perth,AU,0,7,30,16,0
,,,,,,,
Country Road Cafe,Perth,AU,1,7,30,16,0
,,,,,,,
Country Road Cafe,Perth,AU,2,7,30,16,0
,,,,,,,
Country Road Cafe,Perth,AU,3,7,30,16,0
,,,,,,,
Country Road Cafe,Perth,AU,4,7,30,16,0
,,,,,,,
Country Road Cafe,Perth,AU,5,9,30,15,0
,,,,,,,
CQ Cafe,Sydney,AU,0,7,0,19,0
,,,,,,,
CQ Cafe,Sydney,AU,1,7,0,19,0
,,,,,,,
CQ Cafe,Sydney,AU,2,7,0,19,0
,,,,,,,
CQ Cafe,Sydney,AU,3,7,0,19,0
,,,,,,,
CQ Cafe,Sydney,AU,4,7,0,19,0
,,,,,,,
CQ Cafe,Sydney,AU,5,7,0,19,0
,,,,,,,
CQ Cafe,Sydney,AU,6,7,0,19,0
,,,,,,,
Crazy Wing,Melbourne,AU,0,12,0,22,0
,,,,,,,
Crazy Wing,Melbourne,AU,1,12,0,22,0
,,,,,,,
Crazy Wing,Melbourne,AU,2,12,0,22,0
,,,,,,,
Crazy Wing,Melbourne,AU,3,12,0,22,0
,,,,,,,
Crazy Wing,Melbourne,AU,4,12,0,2,0
,,,,,,,
Crazy Wing,Melbourne,AU,5,12,0,2,0
,,,,,,,
Crazy Wing,Melbourne,AU,6,12,0,22,0
,,,,,,,
Crossways,Melbourne,AU,0,11,30,20,0
,,,,,,,
Crossways,Melbourne,AU,1,11,30,20,0
,,,,,,,
Crossways,Melbourne,AU,2,11,30,20,0
,,,,,,,
Crossways,Melbourne,AU,3,11,30,20,0
,,,,,,,
Crossways,Melbourne,AU,4,11,30,20,0
,,,,,,,
Crossways,Melbourne,AU,5,11,30,20,0
,,,,,,,
Crown Hotel,Sydney,AU,0,12,0,15,0
,,,,,,,
Crown Hotel,Sydney,AU,0,17,30,22,0
,,,,,,,
Crown Hotel,Sydney,AU,1,12,0,15,0
,,,,,,,
Crown Hotel,Sydney,AU,1,17,30,22,0
,,,,,,,
Crown Hotel,Sydney,AU,2,12,0,15,0
,,,,,,,
Crown Hotel,Sydney,AU,2,17,30,22,0
,,,,,,,
Crown Hotel,Sydney,AU,3,12,0,15,0
,,,,,,,
Crown Hotel,Sydney,AU,3,17,30,22,0
,,,,,,,
Crown Hotel,Sydney,AU,4,12,0,15,0
,,,,,,,
Crown Hotel,Sydney,AU,4,17,30,22,0
,,,,,,,
Crown Hotel,Sydney,AU,5,12,0,15,0
,,,,,,,
Crown Hotel,Sydney,AU,5,17,30,22,0
,,,,,,,
Crown Hotel,Sydney,AU,6,17,30,22,0
,,,,,,,
Crust Pizza,Belconnen,AU,0,16,0,21,30
,,,,,,,
Crust Pizza,Belconnen,AU,1,16,0,21,30
,,,,,,,
Crust Pizza,Belconnen,AU,2,16,0,21,30
,,,,,,,
Crust Pizza,Belconnen,AU,3,16,0,22,0
,,,,,,,
Crust Pizza,Belconnen,AU,4,16,0,22,0
,,,,,,,
Crust Pizza,Belconnen,AU,5,16,0,22,0
,,,,,,,
Crust Pizza,Belconnen,AU,6,16,0,22,0
,,,,,,,
Crust Pizza,Canberra,AU,0,16,30,22,0
,,,,,,,
Crust Pizza,Canberra,AU,1,16,30,22,0
,,,,,,,
Crust Pizza,Canberra,AU,2,16,30,22,0
,,,,,,,
Crust Pizza,Canberra,AU,3,16,0,22,0
,,,,,,,
Crust Pizza,Canberra,AU,4,16,0,22,30
,,,,,,,
Crust Pizza,Canberra,AU,5,16,0,22,30
,,,,,,,
Crust Pizza,Canberra,AU,6,16,0,22,0
,,,,,,,
Cumulus Up.,Melbourne,AU,0,17,0,0,0
,,,,,,,
Cumulus Up.,Melbourne,AU,1,17,0,0,0
,,,,,,,
Cumulus Up.,Melbourne,AU,2,17,0,0,0
,,,,,,,
Cumulus Up.,Melbourne,AU,3,17,0,0,0
,,,,,,,
Cumulus Up.,Melbourne,AU,4,16,0,1,0
,,,,,,,
Cumulus Up.,Melbourne,AU,5,16,0,1,0
,,,,,,,
Cumulus Up.,Melbourne,AU,6,17,0,0,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,0,17,30,22,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,1,12,0,15,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,1,17,30,22,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,2,12,0,15,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,2,17,30,22,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,3,12,0,15,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,3,17,30,22,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,4,12,0,15,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,4,17,30,22,0
,,,,,,,
Curry Vault Indian Restaurant & Bar,Melbourne,AU,5,17,30,22,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,0,10,30,23,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,1,10,30,23,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,2,10,30,23,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,3,10,30,23,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,4,10,30,23,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,5,10,30,23,0
,,,,,,,
Cyren Restaurant & Bar,Sydney,AU,6,10,30,23,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,0,11,0,21,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,1,11,0,21,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,2,11,0,21,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,3,11,0,21,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,4,11,0,21,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,5,11,0,21,0
,,,,,,,
D'Angkasa Malaysian Restaurant,Perth,AU,6,11,0,21,0
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,0,11,0,4,0
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,1,11,0,4,0
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,2,11,0,4,0
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,3,11,0,4,0
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,4,11,0,5,30
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,5,11,0,5,30
,,,,,,,
Dae Jang Kum Korean BBQ,Sydney,AU,6,11,0,2,0
,,,,,,,
Dainty Dowager,Mount Lawley,AU,1,17,30,22,0
,,,,,,,
Dainty Dowager,Mount Lawley,AU,2,17,30,22,0
,,,,,,,
Dainty Dowager,Mount Lawley,AU,3,17,30,22,0
,,,,,,,
Dainty Dowager,Mount Lawley,AU,4,17,30,22,30
,,,,,,,
Dainty Dowager,Mount Lawley,AU,5,14,0,22,30
,,,,,,,
Dainty Dowager,Mount Lawley,AU,6,14,0,22,0
,,,,,,,
DANSK,Melbourne,AU,0,12,0,15,30
,,,,,,,
DANSK,Melbourne,AU,1,12,0,15,30
,,,,,,,
DANSK,Melbourne,AU,2,12,0,21,0
,,,,,,,
DANSK,Melbourne,AU,3,12,0,21,0
,,,,,,,
DANSK,Melbourne,AU,4,12,0,22,30
,,,,,,,
Daphne,Perth,AU,0,7,0,15,0
,,,,,,,
Daphne,Perth,AU,1,7,0,15,0
,,,,,,,
Daphne,Perth,AU,2,7,0,15,0
,,,,,,,
Daphne,Perth,AU,3,7,0,15,0
,,,,,,,
Daphne,Perth,AU,4,7,0,15,0
,,,,,,,
Daphne,Perth,AU,5,8,0,15,0
,,,,,,,
Darac,Melbourne,AU,0,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,0,17,30,23,0
,,,,,,,
Darac,Melbourne,AU,1,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,1,17,30,23,0
,,,,,,,
Darac,Melbourne,AU,2,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,2,17,30,23,0
,,,,,,,
Darac,Melbourne,AU,3,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,3,17,30,23,0
,,,,,,,
Darac,Melbourne,AU,4,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,4,17,30,23,0
,,,,,,,
Darac,Melbourne,AU,5,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,5,17,30,23,0
,,,,,,,
Darac,Melbourne,AU,6,11,30,15,0
,,,,,,,
Darac,Melbourne,AU,6,17,30,23,0
,,,,,,,
David Jones Food Court,Perth,AU,0,9,30,19,0
,,,,,,,
David Jones Food Court,Perth,AU,1,9,30,19,0
,,,,,,,
David Jones Food Court,Perth,AU,2,9,30,19,0
,,,,,,,
David Jones Food Court,Perth,AU,3,9,30,21,0
,,,,,,,
David Jones Food Court,Perth,AU,4,9,30,21,0
,,,,,,,
David Jones Food Court,Perth,AU,5,9,0,17,0
,,,,,,,
David Jones Food Court,Perth,AU,6,11,0,16,0
,,,,,,,
David's Kitchen,Sydney,AU,0,10,0,15,0
,,,,,,,
David's Kitchen,Sydney,AU,1,10,0,15,0
,,,,,,,
David's Kitchen,Sydney,AU,2,10,0,15,0
,,,,,,,
David's Kitchen,Sydney,AU,3,10,0,15,0
,,,,,,,
David's Kitchen,Sydney,AU,4,10,0,15,0
,,,,,,,
Davvero Cafe,Perth,AU,0,7,30,15,30
,,,,,,,
Davvero Cafe,Perth,AU,1,7,0,15,30
,,,,,,,
Davvero Cafe,Perth,AU,2,7,30,22,30
,,,,,,,
Davvero Cafe,Perth,AU,3,7,0,22,30
,,,,,,,
Davvero Cafe,Perth,AU,4,7,30,22,30
,,,,,,,
Davvero Cafe,Perth,AU,5,8,0,22,30
,,,,,,,
Davvero Cafe,Perth,AU,6,8,30,22,0
,,,,,,,
Decoy Cafe,Melbourne,AU,0,7,0,15,0
,,,,,,,
Decoy Cafe,Melbourne,AU,1,7,0,15,0
,,,,,,,
Decoy Cafe,Melbourne,AU,2,7,0,15,0
,,,,,,,
Decoy Cafe,Melbourne,AU,3,7,0,15,0
,,,,,,,
